time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo
20210810,新吴,阴-小雨,34,26,50,1,东南风,2级,优
20210811,新吴,小雨-中雨,29,25,32,1,东南风,2级,优
20210812,新吴,阴-小雨,29,25,34,1,东北风,3级,优
20210813,新吴,阴-中雨,29,24,34,1,东北风,2级,优
20210814,新吴,阴-中雨,25,23,32,1,东北风,2级,优
20210815,新吴,中雨-小雨,26,23,31,1,东北风,2级,优
20210816,新吴,阴-小雨,26,23,26,1,北风,2级,优
20210817,新吴,多云,31,23,32,1,东北风,2级,优
20210818,新吴,阴-多云,31,23,52,2,东风,1级,良
20210819,新吴,阴-多云,31,25,66,2,东南风,2级,良
20210820,新吴,阴-中雨,32,26,54,2,东南风,2级,良
20210821,新吴,阴-多云,31,25,40,1,西北风,3级,优
20210822,新吴,多云,33,26,60,2,东风,2级,良
20210823,新吴,阴-小雨,34,27,35,1,东南风,3级,优
20210824,新吴,阴-中雨,28,26,33,1,西北风,3级,优
20210825,新吴,多云,31,25,45,1,西风,2级,优
20210826,新吴,阴-小雨,34,26,83,2,东风,2级,良
20210827,新吴,阴-中雨,30,26,49,1,西北风,2级,优
20210828,新吴,阴-多云,32,26,66,2,西北风,2级,良
20210829,新吴,阴-多云,34,26,66,2,东北风,2级,良
20210830,新吴,多云,35,26,52,2,东南风,2级,良
20210831,新吴,多云,35,27,46,1,东南风,2级,优
20210901,新吴,多云-小雨,35,26,51,2,东北风,2级,良
20210902,新吴,多云,30,24,40,1,北风,2级,优
20210903,新吴,多云,30,25,36,1,东北风,2级,优
20210904,新吴,雾-多云,31,27,30,1,东南风,3级,优
20210905,新吴,多云,33,26,56,2,南风,2级,良
20210906,新吴,多云,29,24,48,1,西北风,2级,优
20210907,新吴,多云,29,23,35,1,西北风,3级,优
20210908,新吴,多云-小雨,27,24,35,1,东风,2级,优
20210909,新吴,多云-雷阵雨,32,24,41,1,东南风,2级,优
20210910,新吴,多云,33,25,59,2,东北风,2级,良
20210911,新吴,雾-多云,32,25,31,1,东风,3级,优
20210912,新吴,多云-小雨,30,25,23,1,东北风,4级,优
20210913,新吴,多云-中雨,27,24,13,1,东北风,4级,优
